File_name,File_path,LOC,LLOC,SLOC,Halstead_Volume,CC,h,N,calculated_length,Buggy
test_testing.py,C:\dataset\click-master\tests\test_testing.py,224,161,167,696.6409683,41,62,117,340.7216506,Y
test_utils.py,C:\dataset\click-master\tests\test_utils.py,283,202,220,1108.824632,64,85,173,521.5278502,Y
bundle.py,C:\dataset\compose-master\compose\bundle.py,258,139,183,263.6661751,38,36,51,158.6059378,N
const.py,C:\dataset\compose-master\compose\const.py,64,34,56,4.754887502,1,3,3,2,N
container.py,C:\dataset\compose-master\compose\container.py,294,201,209,474.4964606,29,58,81,301.297481,N
errors.py,C:\dataset\compose-master\compose\errors.py,33,17,23,0,1,0,0,0,N
network.py,C:\dataset\compose-master\compose\network.py,293,171,245,788.3550851,61,85,123,506.5425636,N
parallel.py,C:\dataset\compose-master\compose\parallel.py,326,187,202,425.800971,37,57,73,294.284957,N
progress_stream.py,C:\dataset\compose-master\compose\progress_stream.py,111,77,77,671.9376902,26,69,110,382.9427607,N
project.py,C:\dataset\compose-master\compose\project.py,702,380,545,996.5784285,95,100,150,611.4495324,N
service.py,C:\dataset\compose-master\compose\service.py,1525,809,1143,4410.62189,251,320,530,2567.168585,N
state.py,C:\dataset\compose-master\compose\state.py,0,0,0,0,1,0,0,0,N
timeparse.py,C:\dataset\compose-master\compose\timeparse.py,96,21,36,183.3985,6,24,40,90.56842503,N
utils.py,C:\dataset\compose-master\compose\utils.py,145,89,89,276.7402609,20,40,52,180.4259988,N
version.py,C:\dataset\compose-master\compose\version.py,10,6,6,0,1,0,0,0,N
volume.py,C:\dataset\compose-master\compose\volume.py,154,91,133,114.6940429,20,19,27,63.61549134,N
__init__.py,C:\dataset\compose-master\compose\__init__.py,4,3,3,0,1,0,0,0,N
__main__.py,C:\dataset\compose-master\compose\__main__.py,6,4,4,0,1,0,0,0,N
colors.py,C:\dataset\compose-master\compose\cli\colors.py,49,24,34,33.68825906,5,7,12,15.509775,N
command.py,C:\dataset\compose-master\compose\cli\command.py,139,81,111,62.51024953,15,15,16,44.82892142,N
docker_client.py,C:\dataset\compose-master\compose\cli\docker_client.py,104,64,76,131.1832967,18,23,29,86.6682905,N
docopt_command.py,C:\dataset\compose-master\compose\cli\docopt_command.py,59,38,38,51.80615605,6,13,14,36.52932501,N
errors.py,C:\dataset\compose-master\compose\cli\errors.py,168,101,126,102.5669272,20,22,23,78.25484339,N
formatter.py,C:\dataset\compose-master\compose\cli\formatter.py,51,34,34,66.60791493,6,13,18,37.97416845,Y
log_printer.py,C:\dataset\compose-master\compose\cli\log_printer.py,250,141,164,257.1484482,35,38,49,169.4107739,N
main.py,C:\dataset\compose-master\compose\cli\main.py,1447,654,848,2329.600073,169,186,309,1334.2964,Y
signals.py,C:\dataset\compose-master\compose\cli\signals.py,30,16,16,2,2,2,2,0,N
utils.py,C:\dataset\compose-master\compose\cli\utils.py,163,90,107,450.3347377,25,52,79,259.6966127,Y
verbose_proxy.py,C:\dataset\compose-master\compose\cli\verbose_proxy.py,60,36,41,38.05374781,8,11,11,27.65148445,N
__init__.py,C:\dataset\compose-master\compose\cli\__init__.py,49,20,33,4.754887502,4,3,3,2,Y
config.py,C:\dataset\compose-master\compose\config\config.py,1310,727,971,3696.729762,204,269,458,2083.697374,N
environment.py,C:\dataset\compose-master\compose\config\environment.py,120,87,95,205,21,32,41,135.7478892,N
errors.py,C:\dataset\compose-master\compose\config\errors.py,55,24,40,4.754887502,2,3,3,2,N
interpolation.py,C:\dataset\compose-master\compose\config\interpolation.py,276,143,219,381.8002694,32,49,68,241.4064488,N
serialize.py,C:\dataset\compose-master\compose\config\serialize.py,163,92,127,683.0165355,43,66,113,358.4311566,N
sort_services.py,C:\dataset\compose-master\compose\config\sort_services.py,73,45,51,305.3804643,12,41,57,192.6252211,N
types.py,C:\dataset\compose-master\compose\config\types.py,424,272,327,961.2567099,71,99,145,606.4837302,N
validation.py,C:\dataset\compose-master\compose\config\validation.py,526,253,389,1484,86,128,212,835.3370722,N
__init__.py,C:\dataset\compose-master\compose\config\__init__.py,14,12,12,0,1,0,0,0,N
migrate-compose-file-v1-to-v2.py,C:\dataset\compose-master\contrib\migration\migrate-compose-file-v1-to-v2.py,173,86,125,101.9502603,22,19,24,66.60335893,Y
versions.py,C:\dataset\compose-master\script\test\versions.py,162,77,81,112.3701305,17,20,26,70.21299941,N
render-bintray-config.py,C:\dataset\compose-master\script\travis\render-bintray-config.py,13,9,9,0,2,0,0,0,N
manage.py,C:\dataset\django-cms-develop\manage.py,327,43,308,68,6,16,17,49.66338828,N
setup.py,C:\dataset\django-cms-develop\setup.py,54,6,50,0,1,0,0,0,N
testserver.py,C:\dataset\django-cms-develop\testserver.py,172,42,142,23.26466251,7,6,9,11.60964047,Y
api.py,C:\dataset\django-cms-develop\cms\api.py,525,254,349,997.201518,93,84,156,498.842491,Y
apphook_pool.py,C:\dataset\django-cms-develop\cms\apphook_pool.py,102,65,68,169.6436125,18,24,37,92.32026323,N
appresolver.py,C:\dataset\django-cms-develop\cms\appresolver.py,267,174,182,366.6028642,47,47,66,230.1306865,N
apps.py,C:\dataset\django-cms-develop\cms\apps.py,12,8,8,0,1,0,0,0,N
app_base.py,C:\dataset\django-cms-develop\cms\app_base.py,95,24,29,28.52932501,4,9,9,20.26466251,N
cms_menus.py,C:\dataset\django-cms-develop\cms\cms_menus.py,497,255,293,1098.041834,93,98,166,604.8696004,N
cms_plugins.py,C:\dataset\django-cms-develop\cms\cms_plugins.py,137,92,105,183.3985,16,24,40,94.4385619,N
cms_toolbars.py,C:\dataset\django-cms-develop\cms\cms_toolbars.py,754,453,563,2081.980393,142,161,284,1122.376551,N
cms_wizards.py,C:\dataset\django-cms-develop\cms\cms_wizards.py,57,26,38,22.45883938,6,7,8,12.7548875,N
constants.py,C:\dataset\django-cms-develop\cms\constants.py,48,28,28,22.45883938,1,7,8,13.60964047,N
context_processors.py,C:\dataset\django-cms-develop\cms\context_processors.py,31,13,16,0,1,0,0,0,N
exceptions.py,C:\dataset\django-cms-develop\cms\exceptions.py,84,40,33,0,1,0,0,0,N
menu_bases.py,C:\dataset\django-cms-develop\cms\menu_bases.py,54,28,33,53.30296891,6,14,14,40.13896549,N
operations.py,C:\dataset\django-cms-develop\cms\operations.py,33,19,23,0,1,0,0,0,N
page_rendering.py,C:\dataset\django-cms-develop\cms\page_rendering.py,80,48,54,106.2740339,8,17,26,54.62919048,N
plugin_base.py,C:\dataset\django-cms-develop\cms\plugin_base.py,542,253,304,326.8106723,42,41,61,192.6252211,N
plugin_pool.py,C:\dataset\django-cms-develop\cms\plugin_pool.py,238,130,166,533.7663604,48,61,90,324.9521904,N
plugin_processors.py,C:\dataset\django-cms-develop\cms\plugin_processors.py,20,6,17,86.03910002,1,12,24,32,Y
plugin_rendering.py,C:\dataset\django-cms-develop\cms\plugin_rendering.py,682,333,487,899.6770657,87,86,140,511.0718886,Y
templates.py,C:\dataset\django-cms-develop\cms\templates.py,31,20,20,11.60964047,3,5,5,6.754887502,N
toolbar_base.py,C:\dataset\django-cms-develop\cms\toolbar_base.py,39,32,31,28.52932501,7,9,9,20.26466251,N
toolbar_pool.py,C:\dataset\django-cms-develop\cms\toolbar_pool.py,65,48,50,122.9848878,10,21,28,75.60964047,N
urls.py,C:\dataset\django-cms-develop\cms\urls.py,29,16,20,12,3,4,6,4.754887502,N
views.py,C:\dataset\django-cms-develop\cms\views.py,188,104,125,895.5691459,48,87,139,512.8962388,N
__init__.py,C:\dataset\django-cms-develop\cms\__init__.py,5,2,2,0,1,0,0,0,N
forms.py,C:\dataset\django-cms-develop\cms\admin\forms.py,1305,698,943,1594.49383,150,133,226,883.603703,N
pageadmin.py,C:\dataset\django-cms-develop\cms\admin\pageadmin.py,1745,978,1335,5244.398359,245,369,615,3065.466818,N
permissionadmin.py,C:\dataset\django-cms-develop\cms\admin\permissionadmin.py,170,110,113,192.2941969,23,28,40,111.8901503,N
placeholderadmin.py,C:\dataset\django-cms-develop\cms\admin\placeholderadmin.py,1148,494,853,1584.53736,95,129,226,857.3561965,N
settingsadmin.py,C:\dataset\django-cms-develop\cms\admin\settingsadmin.py,139,76,97,199.6858162,15,25,43,98.04820237,N
static_placeholder.py,C:\dataset\django-cms-develop\cms\admin\static_placeholder.py,12,9,9,0,1,0,0,0,N
useradmin.py,C:\dataset\django-cms-develop\cms\admin\useradmin.py,144,91,100,89.92418251,14,17,22,56.10571634,N
__init__.py,C:\dataset\django-cms-develop\cms\admin\__init__.py,11,7,7,0,1,0,0,0,N
choices.py,C:\dataset\django-cms-develop\cms\cache\choices.py,31,19,19,38.03910002,4,9,12,24,N
page.py,C:\dataset\django-cms-develop\cms\cache\page.py,129,67,88,196.7313707,12,33,39,140.0964047,N
permissions.py,C:\dataset\django-cms-develop\cms\cache\permissions.py,70,33,41,27,4,8,9,17.509775,N
placeholder.py,C:\dataset\django-cms-develop\cms\cache\placeholder.py,178,63,86,218.7609022,11,34,43,148.033447,N
__init__.py,C:\dataset\django-cms-develop\cms\cache\__init__.py,87,28,32,114.6940429,3,19,27,75.05865003,N
admin.py,C:\dataset\django-cms-develop\cms\extensions\admin.py,109,73,79,129.6578428,13,20,30,72,N
extension_pool.py,C:\dataset\django-cms-develop\cms\extensions\extension_pool.py,148,91,99,18.09473751,26,6,7,10,N
models.py,C:\dataset\django-cms-develop\cms\extensions\models.py,152,86,98,2,16,2,2,0,N
toolbar.py,C:\dataset\django-cms-develop\cms\extensions\toolbar.py,110,59,68,95.90827503,13,18,23,63.35824644,N
__init__.py,C:\dataset\django-cms-develop\cms\extensions\__init__.py,5,5,5,0,1,0,0,0,N
fields.py,C:\dataset\django-cms-develop\cms\forms\fields.py,98,65,72,115.9452221,11,22,26,81.09650878,N
login.py,C:\dataset\django-cms-develop\cms\forms\login.py,13,10,10,0,1,0,0,0,N
utils.py,C:\dataset\django-cms-develop\cms\forms\utils.py,104,61,81,142.6466251,11,27,30,106.0900464,Y
validators.py,C:\dataset\django-cms-develop\cms\forms\validators.py,70,46,47,27,9,8,9,17.509775,Y
widgets.py,C:\dataset\django-cms-develop\cms\forms\widgets.py,315,174,228,576.1526036,27,70,94,387.6327167,Y
wizards.py,C:\dataset\django-cms-develop\cms\forms\wizards.py,200,108,134,171.1759501,27,27,36,109.7171361,N
__init__.py,C:\dataset\django-cms-develop\cms\forms\__init__.py,0,0,0,0,1,0,0,0,N
__init__.py,C:\dataset\django-cms-develop\cms\management\__init__.py,1,0,0,0,1,0,0,0,N
cms.py,C:\dataset\django-cms-develop\cms\management\commands\cms.py,40,22,31,0,1,0,0,0,N
__init__.py,C:\dataset\django-cms-develop\cms\management\commands\__init__.py,1,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\base.py,86,46,70,28.52932501,8,9,9,20.26466251,N
check.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\check.py,17,10,10,2,2,2,2,0,N
copy.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\copy.py,159,107,133,135.7068587,27,23,30,86.6682905,Y
delete_orphaned_plugins.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\delete_orphaned_plugins.py,58,29,35,36.54120904,9,10,11,24.40637196,N
list.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\list.py,120,69,82,121.0139867,14,20,28,72,N
moderator.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\moderator.py,52,28,29,25.2661943,6,7,9,15.509775,N
publisher_publish.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\publisher_publish.py,65,47,48,88.81055324,7,13,24,37.97416845,N
tree.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\tree.py,87,51,51,13.93156857,13,5,6,6.754887502,N
uninstall.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\uninstall.py,73,51,59,129.6578428,7,20,30,74.2417558,N
__init__.py,C:\dataset\django-cms-develop\cms\management\commands\subcommands\__init__.py,1,0,0,0,1,0,0,0,N
language.py,C:\dataset\django-cms-develop\cms\middleware\language.py,24,18,19,129.3235169,6,22,29,79.509775,N
page.py,C:\dataset\django-cms-develop\cms\middleware\page.py,23,15,14,6.339850003,3,3,4,2,N
toolbar.py,C:\dataset\django-cms-develop\cms\middleware\toolbar.py,129,75,81,442.4491767,33,51,78,259.8664757,N
user.py,C:\dataset\django-cms-develop\cms\middleware\user.py,14,5,5,0,1,0,0,0,N
utils.py,C:\dataset\django-cms-develop\cms\middleware\utils.py,14,6,6,0,1,0,0,0,N
__init__.py,C:\dataset\django-cms-develop\cms\middleware\__init__.py,0,0,0,0,1,0,0,0,N
0001_initial.py,C:\dataset\django-cms-develop\cms\migrations\0001_initial.py,146,14,138,0,3,0,0,0,N
0002_auto_20140816_1918.py,C:\dataset\django-cms-develop\cms\migrations\0002_auto_20140816_1918.py,156,14,148,13.93156857,1,5,6,8,N
0003_auto_20140926_2347.py,C:\dataset\django-cms-develop\cms\migrations\0003_auto_20140926_2347.py,19,5,13,0,1,0,0,0,N
0004_auto_20140924_1038.py,C:\dataset\django-cms-develop\cms\migrations\0004_auto_20140924_1038.py,50,5,44,0,1,0,0,0,N
0005_auto_20140924_1039.py,C:\dataset\django-cms-develop\cms\migrations\0005_auto_20140924_1039.py,178,105,119,252.219706,10,33,50,140.0964047,N
0006_auto_20140924_1110.py,C:\dataset\django-cms-develop\cms\migrations\0006_auto_20140924_1110.py,65,6,59,0,1,0,0,0,N
0007_auto_20141028_1559.py,C:\dataset\django-cms-develop\cms\migrations\0007_auto_20141028_1559.py,20,5,14,0,1,0,0,0,N
0008_auto_20150121_0059.py,C:\dataset\django-cms-develop\cms\migrations\0008_auto_20150121_0059.py,18,5,12,0,1,0,0,0,N
0008_auto_20150208_2149.py,C:\dataset\django-cms-develop\cms\migrations\0008_auto_20150208_2149.py,20,5,14,0,1,0,0,0,N
0009_merge.py,C:\dataset\django-cms-develop\cms\migrations\0009_merge.py,15,5,9,0,1,0,0,0,N
0010_migrate_use_structure.py,C:\dataset\django-cms-develop\cms\migrations\0010_migrate_use_structure.py,83,50,65,13.93156857,10,5,6,8,N
0011_auto_20150419_1006.py,C:\dataset\django-cms-develop\cms\migrations\0011_auto_20150419_1006.py,26,5,20,0,1,0,0,0,N
0012_auto_20150607_2207.py,C:\dataset\django-cms-develop\cms\migrations\0012_auto_20150607_2207.py,27,6,21,0,1,0,0,0,N
0013_urlconfrevision.py,C:\dataset\django-cms-develop\cms\migrations\0013_urlconfrevision.py,24,5,18,0,1,0,0,0,N
0014_auto_20160404_1908.py,C:\dataset\django-cms-develop\cms\migrations\0014_auto_20160404_1908.py,54,17,37,0,2,0,0,0,N
0015_auto_20160421_0000.py,C:\dataset\django-cms-develop\cms\migrations\0015_auto_20160421_0000.py,19,5,13,0,1,0,0,0,N
0016_auto_20160608_1535.py,C:\dataset\django-cms-develop\cms\migrations\0016_auto_20160608_1535.py,24,5,18,0,1,0,0,0,N
0017_pagetype.py,C:\dataset\django-cms-develop\cms\migrations\0017_pagetype.py,68,27,48,0,4,0,0,0,N
0018_pagenode.py,C:\dataset\django-cms-develop\cms\migrations\0018_pagenode.py,167,41,132,0,8,0,0,0,N
__init__.py,C:\dataset\django-cms-develop\cms\migrations\__init__.py,0,0,0,0,1,0,0,0,N
aliaspluginmodel.py,C:\dataset\django-cms-develop\cms\models\aliaspluginmodel.py,63,29,53,36.54120904,4,10,11,24.40637196,N
apphooks_reload.py,C:\dataset\django-cms-develop\cms\models\apphooks_reload.py,43,22,24,11.60964047,3,5,5,6.754887502,N
fields.py,C:\dataset\django-cms-develop\cms\models\fields.py,94,74,73,74.00879436,11,13,20,37.97416845,N
managers.py,C:\dataset\django-cms-develop\cms\models\managers.py,369,177,197,493.6251684,34,56,85,294.7722668,N
metaclasses.py,C:\dataset\django-cms-develop\cms\models\metaclasses.py,17,11,13,24,3,8,8,16.36452798,N
pagemodel.py,C:\dataset\django-cms-develop\cms\models\pagemodel.py,1686,923,1167,2326.813366,215,188,308,1352.067661,Y
permissionmodels.py,C:\dataset\django-cms-develop\cms\models\permissionmodels.py,285,150,207,296.5774583,30,42,55,194.994331,N
placeholdermodel.py,C:\dataset\django-cms-develop\cms\models\placeholdermodel.py,587,355,416,902.3675804,91,90,139,533.2809231,Y
placeholderpluginmodel.py,C:\dataset\django-cms-develop\cms\models\placeholderpluginmodel.py,42,29,34,0,3,0,0,0,N
pluginmodel.py,C:\dataset\django-cms-develop\cms\models\pluginmodel.py,622,303,370,745.8796135,70,83,117,482.2883479,Y
query.py,C:\dataset\django-cms-develop\cms\models\query.py,66,37,45,68.5323886,6,14,18,45.01955001,N
settingmodels.py,C:\dataset\django-cms-develop\cms\models\settingmodels.py,35,17,29,0,1,0,0,0,N
static_placeholder.py,C:\dataset\django-cms-develop\cms\models\static_placeholder.py,91,62,73,166.4210626,12,27,35,109.7171361,N
titlemodels.py,C:\dataset\django-cms-develop\cms\models\titlemodels.py,178,95,126,161.6661751,16,27,34,107.7484409,Y
__init__.py,C:\dataset\django-cms-develop\cms\models\__init__.py,13,11,11,0,1,0,0,0,N
errors.py,C:\dataset\django-cms-develop\cms\publisher\errors.py,3,1,1,0,1,0,0,0,N
manager.py,C:\dataset\django-cms-develop\cms\publisher\manager.py,26,9,9,0,1,0,0,0,N
models.py,C:\dataset\django-cms-develop\cms\publisher\models.py,0,0,0,0,1,0,0,0,N
query.py,C:\dataset\django-cms-develop\cms\publisher\query.py,12,6,6,0,1,0,0,0,N
__init__.py,C:\dataset\django-cms-develop\cms\publisher\__init__.py,6,3,3,0,1,0,0,0,N
apphook.py,C:\dataset\django-cms-develop\cms\signals\apphook.py,49,32,33,46.50699333,5,10,14,24.40637196,N
page.py,C:\dataset\django-cms-develop\cms\signals\page.py,23,16,16,0,5,0,0,0,N
permissions.py,C:\dataset\django-cms-develop\cms\signals\permissions.py,88,48,48,57.35940001,13,12,16,35.21928095,N
placeholder.py,C:\dataset\django-cms-develop\cms\signals\placeholder.py,12,7,7,4.754887502,2,3,3,2,N
plugins.py,C:\dataset\django-cms-develop\cms\signals\plugins.py,68,41,49,11.60964047,12,5,5,6.754887502,N
title.py,C:\dataset\django-cms-develop\cms\signals\title.py,15,8,8,18.09473751,3,6,7,10,N
utils.py,C:\dataset\django-cms-develop\cms\signals\utils.py,59,20,44,36,7,8,12,17.509775,N
__init__.py,C:\dataset\django-cms-develop\cms\signals\__init__.py,133,47,85,0,3,0,0,0,N
cms_sitemap.py,C:\dataset\django-cms-develop\cms\sitemaps\cms_sitemap.py,67,29,31,4.754887502,3,3,3,2,N
__init__.py,C:\dataset\django-cms-develop\cms\sitemaps\__init__.py,2,1,1,0,1,0,0,0,N
cms_admin.py,C:\dataset\django-cms-develop\cms\templatetags\cms_admin.py,242,133,170,678.6917502,35,72,110,408,Y
cms_alias_tags.py,C:\dataset\django-cms-develop\cms\templatetags\cms_alias_tags.py,48,28,36,66.60791493,9,13,18,36.52932501,Y
cms_js_tags.py,C:\dataset\django-cms-develop\cms\templatetags\cms_js_tags.py,93,58,64,4.754887502,8,3,3,2,Y
cms_static.py,C:\dataset\django-cms-develop\cms\templatetags\cms_static.py,34,12,12,0,1,0,0,0,N
cms_tags.py,C:\dataset\django-cms-develop\cms\templatetags\cms_tags.py,1037,554,712,1385.312161,115,116,202,749.8662926,N
__init__.py,C:\dataset\django-cms-develop\cms\templatetags\__init__.py,0,0,0,0,1,0,0,0,N
test_admin.py,C:\dataset\django-cms-develop\cms\tests\test_admin.py,1353,858,1018,1014.084225,89,96,154,592.4299824,Y
test_alias.py,C:\dataset\django-cms-develop\cms\tests\test_alias.py,406,193,313,98.09910819,16,17,24,64,N
test_api.py,C:\dataset\django-cms-develop\cms\tests\test_api.py,233,166,187,53.77443751,8,12,15,33.28421252,Y
test_apphooks.py,C:\dataset\django-cms-develop\cms\tests\test_apphooks.py,953,686,758,452.9546635,63,42,84,207.4212455,N
test_cache.py,C:\dataset\django-cms-develop\cms\tests\test_cache.py,840,520,620,516.5767632,104,47,93,238.0869722,N
test_check.py,C:\dataset\django-cms-develop\cms\tests\test_check.py,152,94,107,4.754887502,9,3,3,2,N
test_docs.py,C:\dataset\django-cms-develop\cms\tests\test_docs.py,101,61,83,4.754887502,10,3,3,2,N
test_extensions.py,C:\dataset\django-cms-develop\cms\tests\test_extensions.py,564,342,436,307.7080413,13,33,61,148.8814489,N
test_fixture_loading.py,C:\dataset\django-cms-develop\cms\tests\test_fixture_loading.py,46,29,29,0,3,0,0,0,N
test_forms.py,C:\dataset\django-cms-develop\cms\tests\test_forms.py,347,195,279,116.6920586,15,20,27,72,N
test_i18n.py,C:\dataset\django-cms-develop\cms\tests\test_i18n.py,410,228,372,0,5,0,0,0,N
test_mail.py,C:\dataset\django-cms-develop\cms\tests\test_mail.py,18,13,13,0,1,0,0,0,N
